"Nummer","Bezeich","GatterDefine","CSharpTyp","LenMax","NachkDef","Typ","Match","Hilfe"
"1496","LKW-Bezeichnung (Motor)","ID_LKW_BEZEICH_MOTOR","string","40","0","0","lkw_bezeich_motor",""
"1497","LKW-Bezeichnung (Anhänger)","ID_LKW_BEZEICH_ANHAENGER","string","40","0","0","lkw_bezeich_anhaeng",""
"1498","Positionsgewicht","ID_GESAMTGEWICHT","double","20","2","3","gesamtgewicht",""
"1499","Positionsgewicht brutto","ID_GESAMTGEWICHT_BRUTTO","double","20","2","3","gesamtgewicht_brutto",""
"1500","Strecken-Matchcode","ID_STRECKEMATCH","string","20","0","0","streckematch",""
"1501","Rohw.Umwndl.Folgefunktion","ID_RW_UMWL_FOLGEFUNKTION","int","4","0","3","zusatzfunktion","nur für internen Gebrauch!"
"1502","Umwandelziel für ROHW.Umwandl. merken","ID_RW_UMWL_ZIELTYP","int","3","0","3","rwumwandlung","Nur für internen Gebrauch!"
"1503","Folgefunktion bei Belegumwandlung","ID_UMWL_FOLGEFUNKTION","int","3","0","3","umwandlung","Nur für internen Gebrauch !!!"
"1504","Folgefunktion nach Belegdruck","ID_DRUCK_FOLGEFUNKTION","int","3","0","3","druck","Nur für internen Gebrauch!"
"1505","Haupt-Artikelnummer Rohwarenlieferung","ID_RWHPTARTI_NUMMER","string","20","0","0","artinummer",""
"1506","Haupt-ArtikelID Rohwarenlieferung","ID_RWHPTARTI_ID","int","8","0","3","artikelid",""
"1507","Herkunft der Menge in Warenposition","ID_MENGE_HERKUNFT","short","0","0","4","MengenHerkunft",""
"1508","Kundenhauptadresse","ID_ADRESSKUNDZUORD","void","132","0","5","ADRKUNDZUORD","Hauptadresse des Kunden"
"1509","Rohwaren-Liefererfassungsnummer","ID_RWLIEFER_NUMNUMMER","int","8","0","3","liefernummer",""
"1510","Lagernummer-Vorbesetzung","ID_LAGERNUMMER_FEHL","int","8","0","3","lagernummervorbesetz",""
"1511","ArtikelAuspr. Kennzeichen im Stamm","ID_AUSPR_KENNZ","short","0","0","4","ID_AUSPR_KENNZ",""
"1512","Erfassungs-Stapel","ID_STAPELNUMMER","int","8","0","3","stapelnummer",""
"1513","Abschlagsatz Vorgabe","ID_RWABSCHLAG_SATZ","double","15","2","3","abschlagsatz",""
"1514","Abschlagsbetrag Vorgabe","ID_RWABSCHLAG_BETRAG","double","15","2","3","abschlagbetrag",""
"1515","Zahlart Abschlag","ID_RWZA_ABS","short","4","0","3","zahlartabs",""
"1516","Zahlart Folge-Abschlag","ID_RWZA_FABS","short","4","0","3","zahlartfolgeabs",""
"1517","Zahlart Finalabrechnung","ID_RWZA_FIN","short","4","0","3","zahlartfinale",""
"1518","Zahlart Nachvergütung","ID_RWZA_NVG","short","4","0","3","zahlartnachverg",""
"1519","Zahlungsbedingung Abschlag","ID_RWZB_ABS","short","8","0","0","zahlbedabs",""
"1520","Zahlungsbedingung Folge-Abschlag","ID_RWZB_FABS","short","8","0","0","zahlbedfolgeabs",""
"1521","Zahlungsbedingung Finalabrechnung","ID_RWZB_FIN","short","8","0","0","zahlbedfinale",""
"1522","Zahlungsbedingung Nachvergütung","ID_RWZB_NVG","short","8","0","0","zahlbednachverg",""
"1523","Formular Abschlag","ID_FRM_ABS","int","8","0","3","formularabs",""
"1524","Formular Folge-Abschlag","ID_FRM_FABS","int","8","0","3","formularfolgeabs",""
"1525","Formular Finalabrechnung","ID_FRM_FIN","int","8","0","3","formularfinale",""
"1526","Formular Nachvergütung","ID_FRM_NVG","int","8","0","3","formularnachverg",""
"1527","Abschlagstatus","ID_RWSTATUS_ABS","short","4","0","3","statusabs",""
"1528","Folgeabschlagstatus","ID_RWSTATUS_FABS","short","4","0","3","statusfolgeabs",""
"1529","Finalstatus","ID_RWSTATUS_FIN","short","4","0","3","statusfinale",""
"1530","Nachvergütungsstatus","ID_RWSTATUS_NVG","short","8","0","3","statusnachverg",""
"1531","Lagerplatzvorbelegung","ID_LAGERPLATZ_FEHL","int","8","0","3","lagerplatz","Lagerplatzvorbelegung im Vorgangstamm"
"1532","Richtung der RohwarenVorgangs","ID_RWRICHTUNG","short","4","0","0","rwrichtung",""
"1533","Typ der Rohwarenabrechnung","ID_RWTYP","short","4","0","0","rwtyp",""
"1534","Exportstatus","ID_V_STATUSEXP","short","0","0","0","ID_V_STATUSEXP","Exportstatus"
"1535","Importstatus","ID_V_STATUSIMP","short","0","0","0","ID_V_STATUSIMP","Importstatus"
"1536","Partie IST Menge VK","ID_PARTIE_IST_MENGE_VK","double","0","0","0","PartieISTMenge_VK",""
"1537","Partie IST Menge VK Korrektur","ID_PARTIE_IST_MENGE_KORR_VK","double","0","0","0","PartieISTMengeKor_VK",""
"1538","Partie IST Menge EK","ID_PARTIE_IST_MENGE_EK","double","0","0","0","PartieISTMenge_EK",""
"1539","Partie IST Menge EK Korrektur","ID_PARTIE_IST_MENGE_KORR_EK","double","0","0","0","PartieISTMengeKor_EK",""
"1540","Partie IST Wert VK","ID_PARTIE_IST_WERT_VK","double","0","0","0","PartieISTWertVK",""
"1541","Partie IST Wert EK","ID_PARTIE_IST_WERT_EK","double","0","0","0","PartieISTWertEK",""
"1542","Sammeldruck-Nummer Rohware","ID_RW_SADR_NUMMER","int","12","0","3","rohwaresammel",""
"1543","Sammel-Formular Abschlag","ID_SFRM_ABS","int","8","0","3","sammelformularabs","nur für internen Gebrauch"
"1544","Sammelformular Folge-Abschlag","ID_SFRM_FABS","int","8","0","3","sammelformularfabs","nur für internen Gebrauch"
"1545","Sammelformular Finale","ID_SFRM_FIN","int","8","0","3","sammelformularfin","nur für internen Gebrauch"
"1546","Folgeartikelkennzeichen","ID_FOLGEKENNZ","short","1","0","0","ID_FOLGEKENNZ","Status des Folgeartikels"
"1547","Artikeltext Rohware-Fuß","ID_RWFUSS_ARTTEXT","string","255","0","0","artikeltext_rw_fuss","Parameter = Referenznummer"
"1548","Artikeltextanzahl","ID_ARTITEXTANZ","int","20","0","0","Artikeltextanzahl","Artikeltextanzahl"
"1549","Rohware-Artikel-Positions-Bezeichnung","ID_RWART_BEZ","string","80","0","0","rohwareartikelbez",""
"1550","Anzahl","ID_ANZAHL","int","10","0","0","anzahl",""
"1551","Ausgangspreis Abschlag ( Rohware )","ID_RWAAPREIS","double","15","3","3","preis",""
"1552","End-Abschlag-Preis (  Rohware )","ID_RWEAPREIS","double","15","3","3","preis",""
"1553","Ausgangs-Produktpreis","ID_RWAPPREIS","double","15","3","3","preis",""
"1554","End-Produkt-Preis ( Rohware )","ID_RWEPPREIS","double","15","3","3","preis",""
"1555","Anfangs-Weltmarkt-Preis ( Rohware )","ID_RWAWPREIS","double","15","3","3","preis",""
"1556","End-Weltmarkt-Preis ( Rohware )","ID_RWEWPREIS","double","15","3","3","preis",""
"1557","Anfangs-Mindest-Preis ( Rohware )","ID_RWAMPREIS","double","15","3","3","preis",""
"1558","End-Mindest-Preis ( Rohware )","ID_RWEMPREIS","double","15","3","3","preis",""
"1559","Quell-Sammeldrucknummer Rohware","ID_RW_QSADR_NUMMER","int","12","0","3","rohware",""
"1560","Abschlagpreisüberschreibsperre","ID_RWAPREISFIX","short","4","0","3","preiskennz",""
"1561","Produktpreisüberschreibsperre","ID_RWPPREISFIX","short","4","0","3","preiskennz",""
"1562","Weltmarktpreisüberschreibsperre","ID_RWWPREISFIX","short","4","0","3","preiskennz",""
"1563","Mindestpreisüberschreibsperre","ID_RWMPREISFIX","short","4","0","3","preiskennz",""
"1564","manueller EK-Preis im Verkauf","ID_EK_MANU_PREIS","double","15","2","0","MANU_EKPREIS","siehe SPA Gruppe 11, No. 30"
"1565","Bezugstyp manueller EK im Verkauf","ID_EK_MANU_PREIS_TYP","short","3","0","0","EK_MANU_TYP","siehe SPA Gruppe 11,No. 30"
"1566","ME_Preis manueller EK im Verkauf","ID_EK_MANU_ME_PREIS","double","8","0","0","EK_MANU_ME",""
"1567","Preiseinheit manueller EK im Verkauf","ID_EK_MANU_PREISEINH","double","15","2","0","EK_MANU_PE",""
"1568","Marge oder Abschlag Wert","ID_EK_MANU_MA","double","0","0","0","EK_MANU_MA",""
"1569","Marge oder Abschlag manueller EK im VK","ID_EK_MANU_MA_TYP","double","0","0","0","EK_MANU_MA_TYP",""
"1570","Bruttomenge ( Einstellmenge ) Rohware","ID_BRUTTOMENGE","double","15","0","3","menge brutto",""
"1571","Nettomenge ( Abrechn.menge ) Rohware","ID_NETTOMENGE","double","15","0","3","menge netto",""
"1572","Kontraktmengen-Buchungstyp","ID_RW_KTR_MBUCHTYP","short","10","0","3","mengentyp kontrakt","Netto- / Bruttomenge"
"1573","Kontraktmenge der Position","ID_RW_KTRMENGE","double","15","0","3","kontraktmenge",""
"1574","Kontraktmengendifferenz","ID_RW_KTRMENGEIST","double","15","0","3","kontraktmenge","bis zum Vorbeleg gebuchte Menge"
"1575","Kontraktid bisher","ID_RW_KTRID_ALT","int","10","0","3","Kontrakt alt",""
"1576","RW_KontraktmengeSoll d. Beleges","ID_RW_KTRMENGESOLL","double","15","0","3","konraktmenge",""
"1577","Vorbelegung Rohwarebelegdatumbehandlung","ID_RW_BELDATV_TYP","short","1","0","0","Rohwarebelegdatum",""
"1578","Vorbelegung Rohwarevalutadatumbehandlung","ID_RW_VALDATV_TYP","short","10","0","0","RohwareValutaDatum",""
"1579","Quellklasse für schnelle Teildisposition","ID_FTD_VKLASSE","int","0","0","0","ftd_vklasse",""
"1580","Kennz für lagerübergreifende Teildispo","ID_FTD_LAGERUEBER","short","0","0","0","ftd_lagerueber",""
"1581","Mengeneinheit Produktpreis Rohware","ID_RWPPRSME","int","8","0","3","mepreis",""
"1582","Mengeneinheit Abschlagpreis Rohware","ID_RWAPRSME","int","8","0","3","mepreis",""
"1583","Mengeneinheit Weltmarktpreis Rohware","ID_RWWPRSME","int","8","0","3","mepreis",""
"1584","Mengeneinheit Mindestpreis Rohware","ID_RWMPRSME","int","8","0","3","mepreis",""
"1585","Rohware-Kostensatz im Beleg","ID_RWKST_SATZ","double","15","3","3","kostensatz","nur für internen Gebrauch!"
"1586","Rohware-Kostenbetrag im Beleg","ID_RWKST_BETRAG","double","15","2","3","kostenbetrag","nur für internen Gebrauch"
"1587","Rohware-Kostenmenge im Beleg","ID_RWKST_MENGE","double","10","0","3","kostenmenge","nur für internen Gebrauch!"
"1588","Kostenwerte neu im Kostensatz","ID_RWKST_ANZEIGE","double","1","0","3","kostenanzeige","nur für internen Gebrauch"
"1589","Rohware-Kosten-Vor-Menge","ID_RWKST_VMENGE","double","15","2","3","kostenvormenge",""
"1590","Kostenposition inaktiv","ID_RWKST_INAKTIV","string","1","0","0","Kosten","* bei inaktiver Kostenposition"
"1591","Preiseinheit Produktpreis Rohware","ID_RWPPRSPE","double","15","3","3","pepreis",""
"1592","Preiseinheit Abschlagpreis Rohware","ID_RWAPRSPE","double","15","3","3","pepreis",""
"1593","Preiseinheit Weltmarktpreis Rohware","ID_RWWPRSPE","double","15","3","3","pepreis",""
"1594","Preiseinheit Mindestpreis Rohware","ID_RWMPRSPE","double","15","3","3","pepreis",""
"1595","Obere Intervallgrenze","ID_RW_OBINT","double","13","2","3","obint",""
"1596","Untere Intervallgrenze","ID_RW_UNTINT","double","13","2","3","untint",""
"1597","Ergebnismenge","ID_ERGEBNISMENGE","double","13","2","3","ergmen",""
"1598","Ergebnispreis","ID_ERGEBNISPREIS","double","13","2","3","ergpr",""
"1599","Rohwaren-Einstandspreis","ID_RWEINSTANDSPREIS","double","10","3","3","einstandpreis","Final-/Abschlagpreis"
"1600","Anzahl Nachkommastellen","ID_NACHKOMMA_STELLEN","int","2","0","3","nachkomma",""
"1601","Feuchtigkeit","ID_RWPROT_FEUCHTWERT","double","8","2","3","feuchtigkeit",""
"1602","Feuchtmenge 1. Ware","ID_RWPROT_FEUCHTMENGE1","double","12","2","3","menge-ware2",""
"1603","Feuchtmenge 2. Ware","ID_RWPROT_FEUCHTMENGE2","double","12","2","3","menge-ware2",""
"1604","Abrechnungspreis 1. Ware","ID_RWPROT_ABRPREIS","double","12","3","3","einstandspreis",""
"1605","Saatgut-Fruchtart","ID_SAATFRUNUMMER","int","8","0","3","saatfrunummer",""
"1606","RW-Analyse-Proben-Anzahl","ID_RW_PROBANZ","int","2","0","0","Probenanzahl","Anzahl der Proben für RW-Analysen"
"1607","RW Menge von Owaage","ID_RWMENGE_OWAAGE","double","15","0","0","Rohware Waage Menge","Nur für interne Verwendung"
"1608","RW-Auswertungsnummer","ID_RWAUSWERT_NUMMER","int","10","0","3","rohwareauswertungsnr","Rohware intern"
"1609","Rohwarelieferdatum","ID_RW_LIEFDATUM","DateTime","10","0","0","lieferdatum","Datum des zugeh. RW-Lieferscheins"
"1610","Mengeneinheits-Langtext","ID_ME_LANGTEXT","string","40","0","0","melangtext",""
"1611","Preismengeneinheits-Langtext","ID_ME_LANGTEXTPREIS","string","40","0","0","me_langtextpreis",""
"1612","Gebindemengeneinheit Langtext","ID_GEBINDEME_LANGTEXT","string","40","0","0","gebmelangtext",""
"1613","Gebinde Erg. ME Langtext","ID_GEBINDEERGME_LANGTEXT","string","40","0","0","gebergtext",""
"1614","Grundmengeneinheits Langtext","ID_GRUNDEINHEIT_LANGTEXT","string","40","0","0","Grundeinheit_langtex",""
"1616","Betrag Vorgängerbeleg","ID_PREABS_BETRAG","double","20","2","3","betrag",""
"1617","Belegnummer Vorgängerbeleg","ID_PREABS_NUMMER","int","8","0","3","Nummer",""
"1618","Belegdatum Vorgängerbeleg","ID_PREABS_V_DATUM","DateTime","10","0","0","Vorgangsdatum",""
"1619","Druckdatum Vorgängerbeleg","ID_PREABS_DRUCKDATUM","DateTime","10","0","0","druckdatum",""
"1620","Rohwareabschlagtyp Vorgängerbeleg","ID_PREABS_RWTYP","short","4","0","0","rwtyp",""
"1621","Sammeldruck-Unternummer Rohware","ID_RW_SADR_UNUMMER","int","5","0","3","rohwaresammel",""
"1622","Sammeldruck-StornoNummer Rohware","ID_RW_SADR_STNUMMER","int","12","0","3","rohwaresammel",""
"1623","Sammeldruck-Storno-Unternummer Rohware","ID_RW_SADR_STUNUMMER","int","5","0","3","rohwaresammel",""
"1624","Externe Referenznummer Rohware","ID_RW_REFERENZ_EXTERN","string","20","0","0","Referenz",""
"1625","CEMAIN-Zahlungsbed.Nummer","ID_RWZB_NUMMER","int","8","0","3","zb-nummer","nur für internen Gebrauch"
"1626","CEMAIN-Zahlungsbed.Typ","ID_RWZB_TYP","short","4","0","3","zb-typ","nur für internen Gebrauch"
"1627","CEMAIN-Zahlungsbed.Zieldatum","ID_RWZB_ZDATUM","DateTime","8","0","3","zb-zieldatum","nur für internen Gebrauch"
"1628","CEMAIN-Zahlungsbed.Zieltage","ID_RWZB_ZTAGE","int","3","0","3","zb-zieltage","nur für internen Gebrauch"
"1629","CEMAIN-Zahlungsbed.Skontotage","ID_RWZB_STAGE","int","3","0","3","zb-sjontotage","nur für internen Gebrauch"
"1630","CEMAIN-Zahlungsbed.Skontosatz","ID_RWZB_SSATZ","double","8","0","3","zb-skontosatz","nur für internen Gebrauch"
"1631","CEMAIN-Zahlungsbed.Skontodatum","ID_RWZB_SDATUM","DateTime","8","0","3","zb_skontodatum",""
"1632","Maskentext für Rohwaren-ZB-Masken","ID_RWZB_TITEL","string","40","0","0","maskentext","Nur für internen Gebrauch"
"1633","Rohwaren-Vorgangs-Kennzeichen","ID_V_KENNZ_ROHWARE","short","1","0","3","v_kennzrohware",""
"1634","Abrechnung nach Jahreswechsel geplant","ID_ABR_PLAN_NACH_JW","short","4","0","3","abrechnungnachJahrw.","Jahrewsübergreifende Abrechnung geplant"
"1635","Beförderungskategorie Gefahrgut","ID_GEFAHR_BEFOERDERKAT","int","2","0","3","gefahrgut",""
"1636","Gefahrgutmenge pro Grundmengeneinheit","ID_GEFAHR_ME_PRO_GRDME","double","14","2","3","gefahrgut",""
"1637","Anzahl Grundmengeneinh. Gefahrgutmenge","ID_GEFAHR_MEFAKT_PRO_GRDME","double","14","2","3","gefahrgut",""
"1638","Beförderungskategoriepunkte","ID_GEFAHR_KATEGORIEPUNKTE","double","14","0","3","gefahrgut",""
"1639","Gefahrgutmenge (Brutto,Nettomasse,Vol.)","ID_GEFAHR_MENGE","double","14","2","3","gefahrgut",""
"1640","Rohware-Ergänzungswert","ID_RW_ERGWERT","double","8","0","3","zusatz",""
"1641","Label für Rohware-Ergänzungswert","ID_RW_ERGWERTLABEL","string","40","0","0","zusatz",""
"1642","Text aus Rohware-Ergänzungswert","ID_RW_ERGWERTTEXT","string","40","0","0","zusatz",""
"1643","Rohware-Ergänzungstext","ID_RW_ERGTEXT","string","255","0","0","zusatz",""
"1644","Label für Rohware-Ergänzungstext","ID_RW_ERGTEXTLABEL","string","40","0","0","zusatz",""
"1650","Abschlagszahlbed.-Zieldatum","ID_RWZBABS_ZDATUM","DateTime","8","0","3","rwzahlb.-zieldatum",""
"1651","Abschl.zahlbed.-Zieltage","ID_RWZBABS_ZTAGE","int","3","0","3","rwzahlb.-zieltage",""
"1652","Abschl.zahlbed.-Skontotage","ID_RWZBABS_STAGE","int","3","0","3","rwzahlb.-skontotage",""
"1653","Abschl.zahlbed.-Skontodatum","ID_RWZBABS_SDATUM","DateTime","8","0","3","rwzahlb.-skontodatum",""
"1654","Abschl.zahlbed.-Skontosatz","ID_RWZBABS_SSATZ","double","8","2","3","rwzahlb.-skontosatz",""
"1655","Folgeabs.zahlbed.-Zieldatum","ID_RWZBFABS_ZDATUM","DateTime","8","0","3","rwzahlb.-zieldatum",""
"1656","Folgeabs.zahlbed.-Zieltage","ID_RWZBFABS_ZTAGE","int","3","0","3","rwzahlb.-zieltage",""
"1657","Folgeabs.zahlbed.-Skontotage","ID_RWZBFABS_STAGE","int","3","0","3","rwzahlb.-skontotage",""
"1658","Folgeabschl.zahlbed.-Skontodatum","ID_RWZBFABS_SDATUM","DateTime","8","0","3","rwzahlb.-skontodatum",""
"1659","Folgeabschl.zahlbed.-Skontosatz","ID_RWZBFABS_SSATZ","double","8","2","3","rwzahlb.-skontosatz",""
"1660","Finalabs.zahlbed.-Zieldatum","ID_RWZBFIN_ZDATUM","DateTime","8","0","3","rwzahlb.-zieldatum",""
"1661","Final.zahlbed.-Zieltage","ID_RWZBFIN_ZTAGE","int","3","0","3","rwzahlb.-zieltage",""
"1662","Final.zahlbed.-Skontotage","ID_RWZBFIN_STAGE","int","3","0","3","rwzahlb.-skontotage",""
"1663","Final.zahlbed.-Skontodatum","ID_RWZBFIN_SDATUM","DateTime","8","0","3","rwzahlb.-skontodatum",""
"1664","Final.zahlbed.-Skontosatz","ID_RWZBFIN_SSATZ","double","8","2","3","rwzahlb.-skontosatz",""
"1665","Nachv.zahlbed.-Zieldatum","ID_RWZBNVG_ZDATUM","DateTime","8","0","3","rwzahlb.-zieldatum",""
"1666","Nachv.zahlbed.-Zieltage","ID_RWZBNVG_ZTAGE","int","8","0","3","rwzahlb.-zieltage",""
"1667","Nachv.zahlbed.-Skontotage","ID_RWZBNVG_STAGE","int","3","0","3","rwzahlb.-skontotage",""
"1668","Nachv.zahlbed.-Skontodatum","ID_RWZBNVG_SDATUM","DateTime","8","0","3","rwzahlb.-skontodatum",""
"1669","Nachverg.zahlbed.-Skontosatz","ID_RWZBNVG_SSATZ","double","8","2","3","rwzahlb.-skontosatz",""
"1670","Betrag bei Preiszu-/abschlag","ID_RW_QBETR","double","16","2","3","Qualitätsbetrag",""
"1673","Rabattbezeichnung","ID_IRB_RABATTBEZEICH","string","40","0","0","rabatt","Für internen Gebrauch ( Pflegemodule )"
"1674","Rabatt-Steuerschlüssel","ID_IRB_RABATTSTEUERSCHL","int","4","0","0","rabatt","Für internen Gebrauch ( Pflegemodule )"
"1675","Rabatt-Ab-Datum","ID_IRB_RABATTABDATUM","DateTime","10","0","0","rabatt","Für internen Gebrauch ( Pflegemodule )"
"1676","Rabatt-Bis-Datum","ID_IRB_RABATTBISDATUM","DateTime","10","0","0","rabatt","Für internen Gebrauch ( Pflegemodule )"
"1677","Rabattformel","ID_IRB_RABATTFORMEL","int","4","0","0","rabatt","Für internen Gebrauch ( Pflegemodule )"
"1678","Rabattwert","ID_IRB_RABATTWERT","double","14","4","0","rabatt","Für internen Gebrauch ( Pflegemodule )"
"1679","Rabatt-Bruttopreis","ID_IRB_RABATTBRUTTO","double","14","4","0","rabatt","Für internen Gebrauch ( Pflegemodule )"
"1680","Sortenbezeichn. Rohware","ID_SORTE_BEZ","string","40","0","0","sorte",""
"1681","Rohwarengruppenbezeichnung","ID_ROHWGRP_BEZ","string","40","0","0","Rohware",""
"1682","Manuell eingegebenes Kostenmengenfeld","ID_KSTMG_MANUELL","short","4","0","0","Rohwarewert Manuell","Internes Merkfeld"
"1683","Manuell eingegebenes Kostenpreisfeld","ID_KSTPRS_MANUELL","short","4","0","0","Rohwarewert Manuell","Internes Merkfeld"
"1684","Manuell eingegebenes Kostenbetragsfeld","ID_KSTBETR_MANUELL","short","4","0","0","Rohwarewert Manuell","Internes Merkfeld"
"1685","Manuell eingegebenes ZU-AB Feld","ID_QUZUAB_MANUELL","short","4","0","0","Rohwarewert Manuell","Internes Merkfeld"
"1700","Fehlertext & param transf. JPL-SV_VERT","ID_JPL_FEHLERTEXT","string","0","0","0","fehlertext jpl","nur für internen Gebrauch"
"1701","Preislisten-Nummer","ID_PREISLISNUMMER","int","8","0","3","preislistennummer","für internen Gebrauch"
"1702","Preislistenbezeichnung","ID_PREISLISBEZEICH","string","40","0","1","preisliste","für internen Gebrauch"
"1703","Datum des aktuellen Zeitraumes","ID_AKT_ZRDATUM","DateTime","10","0","0","zeitraum","nur für internen Gebrauch"
"1704","Preis-Matrix-Bezeichnung","ID_PREISMATBEZEICH","string","40","0","1","preismatrix","nur für internen Gebrauch"
"1705","Sollpreis (mit In-Zeile-Zu-/Abschlägen)","ID_SOLLPREIS","double","20","2","3","sollpreis",""
"1706","Sollpreis (ohne Zu-/Abschläge)","ID_SOLLPREIS_NACKT","double","20","2","3","sollpreis_nackt",""
"1707","Preiseinheit Sollpreis","ID_SOLLPREISEINHEIT","int","20","0","3","sollpreiseinh",""
"1708","Preis-Mengeneinheit Sollpreis","ID_ME_NUMMER_SOLLPREIS","int","8","0","3","me_nummersollpreis",""
"1709","Filailnummer Filia","ID_FILIALEFIL","int","8","0","3","Filialilanummerinter",""
"1710","Artikeltext2","ID_ARTIKELTEXT2","string","255","0","0","Artikeltext2",""
"1711","Rechenformel Fremdwährung","ID_FW_RECHFORMEL","short","2","0","0","FW-rechenformel",""
"1712","Kalkulat.-Schemanummer","ID_PRKALKSCHNUMMER","int","8","0","0","preiskalkulation","nur für internen Gebrauch"
"1713","Zahlungsbedingung manuelles Bezugsdatum","ID_ZAHLBEDMANUELLBEZUGSDATUM","DateTime","10","0","0","ZAHLBEDMANUELLBEZUGS",""
"1714","Zahlungsbedingunszielverlängerungstage","ID_ZAHLBEDZIELVERLAENGERUNGSTAGE","int","8","0","0","ZAHLBEDZIELVERLAENGE",""
"1715","Zahlungsbedingungzielverlängerung","ID_ZAHLBEDZIELVERLAENGERUNG","int","10","0","0","ZAHLBEDZIELVERLAENGE",""
"1720","Kunden-/Lieferantenbezeichnung","ID_KUNDEN_LIEFERANTEN_BEZEICHNUNG","string","40","0","0","Bezeichnung",""
"1721","Lieferantenspezifische Artikelnummer","ID_ARTIKELNUMMER_LIEFERANT","string","30","0","0","artikelnummer",""
"1722","Kundenspezifische Artikelnummer","ID_ARTIKELNUMMER_KUNDE","string","30","0","0","artikelnummer",""
