"Nummer","Bezeich","GatterDefine","CSharpTyp","LenMax","NachkDef","Typ","Match","Hilfe"
"2056","Bruttobetrag (nur RW-Abschl.) in Buchw.","ID_BW_BRUTTO_KORREKTUR","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2057","Steuerbetrag (nur RW-Abschl.) in Buchw.","ID_BW_STEUER_KORREKTUR","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2058","skontf. Betrag (nur RW-Abschl) in Buchw.","ID_BW_SKONTIERFAEHIG_KORREKTUR","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2059","Bruttobetrag (ohne RW-Absch.) in Buchw.","ID_BW_BRUTTO_GESAMT","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2060","Steuerbetrag (ohne RW_Absch.) in Buchw.","ID_BW_STEUER_GESAMT","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2061","skontf. Betrag (ohne RW-Absch) Buchw.","ID_BW_SKONTIERFAEHIG_GESAMT","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2062","Nettobetrag (nur RW-Abschl.) in Buchw.","ID_BW_NETTO_KORREKTUR","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2063","Nettobetrag (ohne RW-Absch.) in Buchw.","ID_BW_NETTO_GESAMT","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2064","Netto bereits bezahlt in Buchwährung","ID_BW_NETTO_ABS_GEZAHLT","double","15","2","3","sum","zum Beispiel in RW-Sammeldruckformularen"
"2065","Betrag in Buchwährung","ID_BW_BETRAG","double","20","2","3","betrag","zum Beispiel in RW-Sammeldruckformularen"
"2066","Skontobetrag in Buchwährung","ID_BW_SKONTOBETRAG","double","12","2","3","skbetrag","zum Beispiel in RW-Sammeldruckformularen"
"2067","Skontierfähigkeit Buchwährung","ID_BW_SKONTIERFAEHIG","short","8","0","3","Skontierfähigkeit","zum Beispiel in RW-Sammeldruckformularen"
"2068","Skontoendbetrag nach Korrektur in Buchw.","ID_BW_SKONTO_ENDBETRAG","double","20","2","3","skonto_endbetrag","zum Beispiel in RW-Sammeldruckformularen"
"2069","Steuerendbetrag nach Korrektur in Buchw.","ID_BW_STEUER_ENDBETRAG","double","20","2","3","steuer_endbetrag","zum Beispiel in RW-Sammeldruckformularen"
"2070","Steuerendbetrag vor Korrektur in Buchw.","ID_BW_STEUER_ORIGINAL","double","20","2","3","steuer_original","zum Beispiel in RW-Sammeldruckformularen"
"2071","Betrag Vorgängerbeleg in Buchwährung","ID_BW_PREABS_BETRAG","double","20","2","3","betrag","zum Beispiel in RW-Sammeldruckformularen"
"2072","Nettobetrag Zahlungsbedingung in Buchw.","ID_BW_ZAHLBEDNETTO","double","15","2","3","zahlbednetto","zum Beispiel in RW-Sammeldruckformularen"
"2073","Zahlungsbetrag in Buchwährung","ID_BW_ZAHLBEDBRUTTO","double","15","2","3","zahlbedbrutto","zum Beispiel in RW-Sammeldruckformularen"
"2074","Zahlbetrag in Skontofrist in Buchwährung","ID_BW_ZAHLBEDZAHLBETRAG","double","16","2","3","ZAHLBETRAG","zum Beispiel in RW-Sammeldruckformularen"
"2075","Steuerbetrag d. Zahlungsbed. Buchwährung","ID_BW_ZAHLBEDSTEUER","double","15","2","3","zahlbedsteuer","zum Beispiel in RW-Sammeldruckformularen"
"2076","Skontierfäh. Betrag d. Zahlbed. Buchw.","ID_BW_ZAHLBEDSKONTIERFAEHIG","double","15","2","3","zahlbedskontier","zum Beispiel in RW-Sammeldruckformularen"
"2077","ZB Bruttobetr. (nur RW-Abschl.) in Buchw","ID_BW_ZAHLBEDBRUTTO_KORREKTUR","double","15","2","3","zb","zum Beispiel in RW-Sammeldruckformularen"
"2078","ZB Steuerbetr. (nur RW-Abschl.) in Buchw","ID_BW_ZAHLBEDSTEUER_KORREKTUR","double","15","2","3","zb","zum Beispiel in RW-Sammeldruckformularen"
"2079","ZB skontf.Betr. ( nur RW-Abschl.) Buchw.","ID_BW_ZAHLBEDSKONTIERFAEHIG_KORREKTUR","double","15","2","3","zb","zum Beispiel in RW-Sammeldruckformularen"
"2080","ZB Bruttobetr. (abzgl. RW-Abschl.) Buchw","ID_BW_ZAHLBEDBRUTTO_GESAMT","double","15","2","3","zb","zum Beispiel in RW-Sammeldruckformularen"
"2081","ZB Zahlbetr. (ohne RW-Abschl.) Buchw.","ID_BW_ZAHLBEDZAHLBETRAG_GESAMT","double","15","2","3","zb","zum Beispiel in RW-Sammeldruckformularen"
"2082","ZB Steuerbetr. (ohne RW-Abschl.) Buchw.","ID_BW_ZAHLBEDSTEUER_GESAMT","double","15","2","3","zb","zum Beispiel in RW-Sammeldruckformularen"
"2083","ZB skontf.Betr. (ohne RW-Abschl.) Buchw.","ID_BW_ZAHLBEDSKONTIERFAEHIG_GESAMT","double","15","2","3","zb","zum Beispiel in RW-Sammeldruckformularen"
"2084","ZB Skontobetr. (ohne RW-Abschl.) Buchw.","ID_BW_ZAHLBEDSKONTOBETRAG_GESAMT","double","15","2","3","zb","zum Beispiel in RW-Sammeldruckformularen"
"2085","Abschlagbetrag (Rohware) in Buchwährung","ID_BW_ABS_BETRAG","double","15","2","3","absbetrag","zum Beispiel in RW-Sammeldruckformularen"
"2086","Abschl schon bezahlt (Rohware)  Buchwähr","ID_BW_ABS_GEZAHLT","double","15","2","3","abs","zum Beispiel in RW-Sammeldruckformularen"
"2087","Abschl. Auszahl.betr. (Rohware) Buchwähr","ID_BW_ABS_AUSZAHLUNG","double","15","2","3","abs","zum Beispiel in RW-Sammeldruckformularen"
"2088","Abschlag Restbetrag (Rohware) Buchwähr.","ID_BW_ABS_REST","double","15","2","3","abs","zum Beispiel in RW-Sammeldruckformularen"
"2100","ZinsListNummer","ID_ZILISTNR","int","8","0","3","ziab","Identifikation der Zinsabrechnung"
"2101","KontoNummer","ID_ZIKONTO","int","8","0","3","ziab","Identifikation des Zinskontos"
"2102","ZinsBuchIdSoll","ID_ZIBUCHIDSOLL","int","8","0","3","ziab","Identifikation der Zinssollbuchung"
"2103","ZinsBuchIdHaben","ID_ZIBUCHIDHABEN","int","8","0","3","ziab","Identifikation der Zinshabenbuchung"
"2104","ZinsAbrDatum","ID_ZIABRDATUM","DateTime","8","0","0","ziab","Datum der Zinsabrechnung"
"2105","ZinsAbrVonDatum","ID_ZIABRVONDATUM","DateTime","8","0","0","ziab","Beginn des Abrechnungszeitraums"
"2106","ZinsAbrBisDatum","ID_ZIABRBISDATUM","DateTime","8","0","0","ziab","Ende des Abrechnungszeitraums"
"2107","ZinsAbrSollZins","ID_ZIABRSOLLZINS","double","15","2","3","ZIAB","Sollzinsen der Zinsabrechnung"
"2108","ZinsAbrHabenZins","ID_ZIABRHABENZINS","double","13","2","3","ziab","Habenzinsen der Abrechnung"
"2109","ZinsAbrDruKennz","ID_ZIABRDRUKENNZ","int","1","0","0","ziab","Druckkennzeichen der Abrechnung"
"2110","ZinsGrupNummer","ID_ZINSGRUPPE","int","8","0","3","ZIAB","Zinsgruppe des Kunden"
"2111","ZinsAbrPosZaehl","ID_ZIABRPOS","int","4","0","0","ZIAB","lfd. Position in der Abrechnung"
"2112","ZinsAbrPID","ID_ZIABRPID","int","8","0","3","ZIAB","FibuId der Position"
"2113","ZinsAbrPIDZaehl","ID_ZIABRPIDZAEHL","int","8","0","3","ZIAB","FibuPosition der Position"
"2114","ZinsAbrValDatum","ID_ZIABRVALDATUM","DateTime","8","0","0","ZIAB","Valutadatum der Position"
"2115","ZinsAbrSaldo","ID_ZIABRSALDO","double","15","2","3","ZIAB","Saldo nach der Position"
"2116","ZinsAbrTage","ID_ZIABRTAGE","int","4","0","3","ZIAB","Zinstage nach der Position"
"2117","ZinsAbrSatz","ID_ZIABRSATZ","double","6","2","3","ZIAB","gültiger Zinssatz"
"2118","ZinsAbrPosBetrag","ID_ZIABRPOSBETRAG","double","15","2","3","ZIAB","Buchungsbetrag der Position"
"2119","Markierident durchs LVS","ID_MARKIERIDENT_LVS","int","10","0","0","MarkieridentLVS",""
"2120","Markierident aus dem LVS für Partie","ID_MARKIERIDENT_PARTIE_LVS","int","10","0","0","MarkierIdentPartie",""
"2200","Weabrid","ID_WEABRID","int","8","0","3","weabr",""
"2201","WeabrKonto","ID_WEABRKONTO","int","8","0","3","weabr",""
"2202","WeabrFibuVerweis","ID_WEABRFIBUV","int","8","0","3","weabr",""
"2203","WeabrFormularid","ID_WEABRFORMULAR","int","8","0","3","weabr",""
"2204","Weabrdatum","ID_WEABRDATUM","DateTime","8","0","0","weabr",""
"2205","weabrdiskont","ID_WEABRDISKONT","double","15","2","3","weabr",""
"2210","weabrposition","ID_WEABRPOSITION","int","4","0","3","weabr",""
"2211","weabrposkonto","ID_WEABRPOSKONTO","int","8","0","3","weabr",""
"2212","weabrposkst","ID_WEABRKOST","int","8","0","3","weabr",""
"2213","weabrpossteuer","ID_WEABRSTEUERSCHL","int","8","0","3","weabr",""
"2214","Weabrposbetrag","ID_WEABRPOSBETRAG","double","15","2","3","weabr",""
"2215","Weabrpostext","ID_WEABRPOSTEXT","string","40","0","3","weabr",""
"2216","GelangensBestätigung","ID_GELANGENSBEST","","15","0","1","GelBest",""
"2220","Wechselobligo","ID_WECHSEL_OBLIGO","double","20","2","3","wechselobligo",""
"2300","Zahlungsart","ID_ZAHLARTID","int","4","0","3","zav","Identifikation der Zahlungsart"
"2301","Zahlungsart debitorisch","ID_ZAHLARTID_DEBIT","int","4","0","3","zahlartid_debit",""
"2302","Zahlungsart kreditorisch","ID_ZAHLARTID_KREDIT","int","4","0","3","zahlartid_kredit",""
"2303","Zahlungsart-Bezeichnung debitorisch","ID_ZAHLARTBEZ_DEBIT","string","40","0","0","zahlartbez_debit",""
"2304","Zahlungsart-Bezeichnung kreditorisch","ID_ZAHLARTBEZ_KREDIT","string","40","0","0","zahlartbez_kredit",""
"2400","AdressPLZ1 (Fibu)","ID_FIBU_ADRESSPLZ1","string","8","0","0","FIBU BS",""
"2401","AdressName (Fibu)","ID_FIBU_ADRESSNAME","string","100","0","0","FIBU BS",""
"2402","AdressVorname (Fibu)","ID_FIBU_ADRESSVORNAME","string","100","0","0","FIBU BS",""
"2403","AdressOrt (Fibu)","ID_FIBU_ADRESSORT","string","100","0","0","FIBU BS",""
"2404","AdressStrasse (Fibu)","ID_FIBU_ADRESSSTRASSE","string","100","0","0","FIBU BS",""
"2405","AdressTelefon (Fibu)","ID_FIBU_ADRESSTELEFON","string","25","0","0","FIBU BS",""
"2406","AdressTelefax (Fibu)","ID_FIBU_ADRESSTELEFAX","string","25","0","0","FIBU BS",""
"2407","AdressPLZ2 (Fibu)","ID_FIBU_ADRESSPLZ2","string","8","0","0","FIBU BS",""
"2408","AdressAnrede (Fibu)","ID_FIBU_ADRESSANREDE","string","100","0","0","FIBU BS",""
"2409","AdressBankEmpf (Fibu)","ID_FIBU_ADRESSBANKEMPF","string","100","0","0","FIBU BS",""
"2410","AdressBezeich (Fibu)","ID_FIBU_ADRESSBEZEICH","string","40","0","0","FIBU BS",""
"2411","AdressKurzName (Fibu)","ID_FIBU_ADRESSKURZNAME","string","40","0","0","FIBU BS",""
"2412","AdressOrtsTeil (Fibu)","ID_FIBU_ADRESSORTSTEIL","string","100","0","0","FIBU BS",""
"2413","AdressPostFach (Fibu)","ID_FIBU_ADRESSPOSTFACH","string","100","0","0","FIBU BS",""
"2414","AdressStaat (Fibu)","ID_FIBU_ADRESSSTAAT","string","100","0","0","FIBU BS",""
"2415","AdressTeleMobil (Fibu)","ID_FIBU_ADRESSTELEMOBIL","string","25","0","0","FIBU BS",""
"2416","AdressTeleModem (Fibu)","ID_FIBU_ADRESSTELEMODEM","string","25","0","0","FIBU BS",""
"2417","WechselObligo (Fibu)","ID_FIBU_WECHSELOBLIGO","double","20","2","3","FIBU BS",""
"2418","WechselObligo SH (Fibu)","ID_FIBU_WECHSELOBLIGOSH","int","1","0","3","FIBU BS","FS SollHaben"
"2419","Verkaufsgebiet (Fibu)","ID_FIBU_VERKGEBNUMMER","int","8","0","3","FIBU",""
"2420","KundBezeich (Fibu)","ID_FIBU_KUNDBEZEICH","string","40","0","0","FIBU BS",""
"2421","Zahlart Debitor (Fibu)","ID_FIBU_ZAHLARTDEBITBEZ","string","20","0","0","FIBU BS",""
"2422","Zahlartskontier Debitor (Fibu)","ID_FIBU_ZAHLARTDEBITSKO","short","20","0","3","FIBU BS",""
"2423","Zahlart Kreditor (Fibu)","ID_FIBU_ZAHLARTKREDITBEZ","string","40","0","0","FIBU BS",""
"2424","Zahlartskontier Kreditor (Fibu)","ID_FIBU_ZAHLARTKREDITSKO","short","20","0","3","FIBU BS",""
"2425","Vorname + Name (Fibu)","ID_FIBU_VORNAMENAME","string","100","0","0","FIBU BS",""
"2426","Anrede + Vorname + Name (Fibu)","ID_FIBU_ANREDEVORNAMENAME","string","100","0","0","FIBU BS",""
"2427","Ort + OrtsTeil (Fibu)","ID_FIBU_ORTORTSTEIL","string","200","0","0","FIBU BS",""
"2428","Saldotext (Fibu)","ID_FIBU_SALDOTEXT","string","12","0","0","FIBU BS",""
"2429","Saldo gebucht (Fibu)","ID_FIBU_SALDOGEB","double","20","2","3","FIBU BS",""
"2430","SaldoSH gebucht (Fibu)","ID_FIBU_SALDOGEBSH","int","1","0","3","FIBU BS",""
"2431","Saldo erfasst (Fibu)","ID_FIBU_SALDOERF","double","20","2","3","FIBU BS",""
"2432","SaldoSH erfasst (Fibu)","ID_FIBU_SALDOERFSH","int","1","0","3","FIBU BS",""
"2433","Sachkonto Bezeichnung (Fibu)","ID_FIBU_SACHKONTBEZEICH","string","40","0","0","FIBU BS",""
"2434","Oberkonto Bezeichnung (Fibu)","ID_FIBU_OBERKONTOBEZEICH","string","40","0","0","FIBU BS",""
"2435","OberOberkonto (Fibu)","ID_FIBU_OBEROBERKONTO","int","8","0","3","FIBU BS",""
"2436","Mahnsperre (Fibu)","ID_FIBU_MAHNSPERRE","short","4","0","3","FIBU BS",""
"2437","MahnGruppe (Fibu)","ID_FIBU_MAHNGRUPPE","int","4","0","3","FIBU BS",""
"2438","Zahlsperre (Fibu)","ID_FIBU_ZAHLSPERRE","short","4","0","3","FIBU BS",""
"2439","Verrechnung Rechnung / Gutschrift (Fibu)","ID_FIBU_VERRECHNUNG","short","20","0","3","FIBU BS",""
"2440","ZahlArtIdDebit (Fibu)","ID_FIBU_ZAHLARTIDDEBIT","int","8","0","3","FIBU BS",""
"2441","ZahlArtIdKredit (Fibu)","ID_FIBU_ZAHLARTIDKREDIT","int","8","0","3","FIBU BS",""
"2442","Zahlarttyp Debitor (Fibu)","ID_FIBU_ZAHLARTDEBITTYP","short","20","0","3","FIBU BS",""
"2443","ZahlArttyp Kreditor (Fibu)","ID_FIBU_ZAHLARTKREDITTYP","short","20","0","3","FIBU BS",""
"2444","Kreditlimit (Fibu)","ID_FIBU_KREDITLIMIT","double","20","2","3","FIBU BS",""
"2445","Zinssperre (Fibu)","ID_FIBU_ZINSSPERRE","short","4","0","3","FIBU BS",""
"2446","Wechselsperre (Fibu)","ID_FIBU_WECHSELSPERRE","short","4","0","3","FIBU BS",""
"2447","SteuerGruppe (Fibu)","ID_FIBU_STEUERGRNUMMER","int","4","0","3","FIBU BS",""
"2448","Forderungsgruppe (Fibu)","ID_FIBU_FORDERGRUPPE","int","8","0","3","FIBU BS",""
"2449","Kundenwaehrung (Fibu)","ID_FIBU_KUNDWAEHRUNG","int","4","0","3","FIBU BS","FS WAEHRUNG"
"2450","Kundid (Fibu)","ID_FIBU_KUNDID","int","20","0","3","FIBU BS",""
"2451","Vertretergruppe (Fibu)","ID_FIBU_VERTGRNUMMER","int","8","0","3","FIBU BS",""
"2452","Kontotyp (PK SK OK ) (Fibu)","ID_FIBU_KONTOTYP","int","4","0","3","FIBU BS",""
"2453","ZinsAbdatum (Fibu)","ID_FIBU_ZINSABDATUM","DateTime","10","0","0","FIBU BS",""
"2454","ZinsPeriode (Fibu)","ID_FIBU_ZINSPERI","int","20","0","3","FIBU BS",""
"2455","Zinsgruppe (Fibu)","ID_FIBU_ZINSGRUPNUMMER","int","10","0","3","FIBU BS",""
"2456","Bagatellzinsen Soll (Fibu)","ID_FIBU_ZINSBAGSOLL","double","20","2","3","FIBU BS",""
"2457","Bagatellzinsen Haben (Fibu)","ID_FIBU_ZINSBAGHABEN","double","20","2","3","FIBU BS",""
"2458","Kontonummer (Fibu)","ID_FIBU_KONTONUMMER","int","8","0","3","FIBU BS",""
"2459","Oberkonto (Fibu)","ID_FIBU_KONTONUMMEROBER","int","10","0","3","FIBU BS",""
"2460","Vertretergruppenbezeichnung (Fibu)","ID_FIBU_VERTGRBEZEICH","string","40","0","0","FIBU BS",""
"2461","Zusatz1 (Fibu)","ID_FIBU_ADRESSZEILE1","string","100","0","0","FIBU BS",""
"2462","Zusatz2 (Fibu)","ID_FIBU_ADRESSZEILE2","string","100","0","0","FIBU BS",""
"2463","Zusatz3 (Fibu)","ID_FIBU_ADRESSZEILE3","string","100","0","0","FIBU BS",""
"2464","Zusatz4 (Fibu)","ID_FIBU_ADRESSZEILE4","string","100","0","0","FIBU BS",""
"2465","Zusatz5 (Fibu)","ID_FIBU_ADRESSZEILE5","string","100","0","0","FIBU BS",""
"2466","Zusatz6 (Fibu)","ID_FIBU_ADRESSZEILE6","string","100","0","0","FIBU BS",""
"2467","Ust-IdNr. (Fibu)","ID_FIBU_KUNDUSTSTATKENNZ","string","16","0","0","FIBU",""
"2468","Kundgegennummer (Fibu)","ID_FIBU_KUNDGEGENNUMMER","string","40","0","0","FIBU BS","Gegen-Nr aus dem Kundenstamm"
"2469","Adresse","ID_FIBU_ADRESSE","void","120","2","5","FIBU","Ein Adressblock"
"2470","OberKonto Haben","ID_FIBU_KONTONUMMEROBERHABEN","int","8","0","3","FIBU BS",""
"2471","Kontobezeichnung (Fibu)","ID_FIBU_KONTOBEZEICHNUNG","string","40","0","0","FIBU BS",""
"2472","Name Bediener Neubeleg","ID_FIBU_BELEGERFASSERKURZ","string","20","0","0","FIBU BS",""
"2473","AUSLANDKUNDE (1=JA)","ID_FIBU_AUSLANDSKUNDE","short","4","0","3","FIBU",""
"2474","Wirtschafts-Identifikationsnummer","ID_FIBU_KUNDWIDNR","string","17","0","0","FIBU","Wirtschafts-Identifikationsnummer"
"2475","Erlösklasse","ID_FIBU_ERLOESKLASSE","short","5","0","3","FIBU BS",""
"2476","Erfassungssperre","ID_FIBU_KUNDERFSPERRE","short","5","0","3","FIBU BS","Erfassungsperr aus dem Kundenstamm"
"2477","Name Erfasser Neubeleg","ID_FIBU_ERFASSERKURZ","string","20","0","0","FIBU BS",""
"2478","Saldotext Fremdwährung(Fibu)","ID_FIBU_SALDOTEXTFW","string","20","0","0","FIBU BS",""
"2479","Saldo gebucht Fremdwährung(Fibu)","ID_FIBU_SALDOGEBFW","double","20","2","3","FIBU BS",""
"2480","SaldoSH gebucht Fremdwährung(Fibu)","ID_FIBU_SALDOGEBFWSH","int","1","0","3","FIBU BS",""
"2481","Saldo erfasst Fremdwährung(Fibu)","ID_FIBU_SALDOERFFW","double","20","2","3","FIBU BS",""
"2482","SaldoSH erfasst Fremdwährung(Fibu)","ID_FIBU_SALDOERFFWSH","int","1","0","3","FIBU BS",""
"2500","Fibuv_id (Fibu)","ID_FIBU_FIBUV_ID","int","10","0","3","FIBU","Ident"
"2501","FiBuV_Poszaehler (Fibu)","ID_FIBU_FIBUV_POSZAEHLER","int","10","0","3","FIBU","Positionszähler"
"2502","Buchtyp (Fibu)","ID_FIBU_FIBUVP_BUCHTYP","short","4","0","3","FIBU","Buchtyp"
"2503","Belegart (Fibu)","ID_FIBU_FIBUV_KLASSE","short","8","0","3","FIBU","Belegart"
"2504","Belegart Bezeichnung (Fibu)","ID_FIBU_FIBUV_KLBEZEICH","string","40","0","0","FIBU","Bezeichnung Belegart"
"2505","Zahlungsbedingung (Fibu)","ID_FIBU_ZAHLBEDNUMMER","int","8","0","3","FIBU","Zahlungsbedingung"
"2506","Kostenstelle (Fibu)","ID_FIBU_KOSTSTELNUMMER","int","8","0","3","FIBU","Kostenstelle"
"2507","Steuerklasse (Fibu)","ID_FIBU_STEUERKLASSE","int","4","0","3","FIBU","Steuerklasse"
"2508","SteuerSchluessel (Fibu)","ID_FIBU_STEUERSCHLUESSEL","int","4","0","3","FIBU","Steuerschluessel"
"2509","SteuerAbDatum (Fibu)","ID_FIBU_STEUERABDATUM","DateTime","10","0","0","FIBU","SteuerAbDatum"
"2510","Skontokonto (Fibu)","ID_FIBU_KONTONUMMERSKO","int","8","0","3","FIBU","Kontonummer Skonto"
"2511","Sollbetrag (Fibu)","ID_FIBU_SOLLBETRAG","double","20","2","3","FIBU","Betrag Soll"
"2512","Habenbetrag (Fibu)","ID_FIBU_HABENBETRAG","double","20","2","3","FIBU","Betrag Haben"
"2513","Betrag (Fibu)","ID_FIBU_FIBUVP_BETRAG","double","20","2","3","FIBU","Betrag"
"2514","Betrag in Fremdwährung (Fibu)","ID_FIBU_FIBUVPW_BETRAG","double","20","2","3","FIBU","Betrag in Fremdwährung"
"2515","Sollhaben (Fibu)","ID_FIBU_FIBUVP_SOLLHABEN","int","4","0","3","FIBU","SollHaben"
"2516","Nettokennzeichen (Fibu)","ID_FIBU_FIBUVP_NETKENNZ","short","10","0","3","FIBU","Nettokennzeichen"
"2517","Steuersatz (Fibu)","ID_FIBU_FIBUVP_STEUSATZ","double","10","2","3","FIBU","Steuersatz"
"2518","Steuerform (Fibu)","ID_FIBU_FIBUVP_STEUFORM","short","4","0","3","FIBU","Steuerform"
"2519","Steuerwert (Fibu)","ID_FIBU_FIBUVP_STEUWERT","double","20","2","3","FIBU","Steuerwert"
"2520","Steuerwert in Fremdwährung (Fibu)","ID_FIBU_FIBUVPW_STEUWERT","double","20","2","3","FIBU","Steuerwert in Fremdwährung"
"2521","Steuer manuell geändert (Fibu)","ID_FIBU_FIBUVP_STMANKENN","short","4","0","3","FIBU","Steuer manuell geändert"
"2522","Skontobetrag (Fibu)","ID_FIBU_FIBUVP_SKOBETRAG","double","20","2","3","FIBU","Skonto Betrag"
"2523","Skontobetrag in Fremdwährung (Fibu)","ID_FIBU_FIBUVPW_SKOBETRAG","double","20","2","3","FIBU","Skonto Betrag in Fremdwährung"
"2524","Skontosatz (Fibu)","ID_FIBU_FIBUVP_SKOSATZ","double","10","2","3","FIBU","Skontosatz"
"2525","Skontodatum (Fibu)","ID_FIBU_FIBUVP_SKODATUM","DateTime","10","0","0","FIBU","Skontodatum"
"2526","Forderungsbetrag (Fibu)","ID_FIBU_FIBUVP_FORDBETR","double","20","2","3","FIBU",""
"2527","Sollhaben Forderungsbetrag (Fibu)","ID_FIBU_FIBUVP_FORDBETSH","int","4","0","3","FIBU",""
"2528","Verbindlichkeitsbetrag (Fibu)","ID_FIBU_FIBUVP_VERBBETR","double","20","2","3","FIBU",""
"2529","Sollhaben Verbindlichkeitsbetrag (Fibu)","ID_FIBU_FIBUVP_VERBBETSH","int","4","0","3","FIBU",""
"2530","Valutadatum (Fibu)","ID_FIBU_FIBUVP_VALDATUM","DateTime","10","0","0","FIBU",""
"2531","Belegtext (Fibu)","ID_FIBU_FIBUVP_TEXT","string","99","0","0","fibu",""
"2532","Auszifferungskennzeichen (Fibu)","ID_FIBU_FIBUVP_AUSZKENNZ","short","8","0","3","FIBU",""
"2533","Auszifferungsdatum (Fibu)","ID_FIBU_FIBUVP_AUSZDATUM","DateTime","10","0","0","FIBU",""
"2534","Zinsstatus (Fibu)","ID_FIBU_FIBUVP_ZINSSTAT","short","10","0","3","FIBU",""
"2535","Belegdatum (Fibu)","ID_FIBU_FIBUV_DATUM","DateTime","10","0","0","FIBU",""
"2536","Nummernkreis (Fibu)","ID_FIBU_NUMKREISNUMMER","int","8","0","3","FIBU",""
"2537","Numerische Belegnummer (Fibu)","ID_FIBU_FIBUV_NUMNUMMER","int","8","0","3","FIBU",""
"2538","Belegnummer (Fibu)","ID_FIBU_FIBUV_NUMMER","string","12","0","0","fibu",""
"2539","Referenznummer (Fibu)","ID_FIBU_FIBUV_FREMDNR","string","20","0","0","FIBU",""
"2540","Jahrnummer (Fibu)","ID_FIBU_JAHRNUMMER","int","4","0","3","FIBU",""
"2541","Periode (Fibu)","ID_FIBU_PERINUMMER","int","8","0","3","FIBU",""
"2542","Waehrung (Fibu)","ID_FIBU_WAEHRNUMMER","int","4","0","3","FIBU",""
"2543","Erfassungsdatum (Fibu)","ID_FIBU_FIBUV_ERFDATUM","DateTime","10","0","0","FIBU",""
"2544","Buchungsstatus (Fibu)","ID_FIBU_FIBUV_BUCHSTAT","short","20","0","3","FIBU",""
"2545","Manuelle Kostenstellenverteilung (Fibu)","ID_FIBU_FIBUVP_KSTVKENNZ","short","4","0","3","FIBU",""
"2547","Bankleitzahl bezogene Bank (Fibu)","ID_FIBU_SCHECKEINR_BLZ","string","8","0","0","FIBU SCHECKEINR",""
"2548","Konto-Nr. Austeller (Fibu)","ID_FIBU_SCHECKEINR_KONTONR","string","31","0","0","FIBU SCHECKEINR",""
"2549","Hausbank Kontonummer (Fibu)","ID_FIBU_SCHECKEINR_HBKONTONR","string","15","0","0","FIBU SCHECKEINR",""
"2550","HausBank BLZ (Fibu)","ID_FIBU_SCHECKEINR_HBBLZ","string","8","0","0","FIBU SCHECKEINR",""
"2551","HausBank Bezeichnung (Fibu)","ID_FIBU_SCHECKEINR_HBBANKBEZEICH","string","40","0","0","FIBU SCHECKEINR",""
"2552","Bankbezeichnung (Fibu)","ID_FIBU_SCHECKEINR_BANKBEZEICH","string","40","0","0","FIBU",""
"2553","Kontoinhaber / Auftraggeber (Fibu)","ID_FIBU_SCHECKEINR_AUFTRAGGEBER","string","40","0","0","FIBU",""
"2554","Anzahl Schecks (Fibu)","ID_FIBU_SCHECKEINR_ANZAHL","int","10","0","3","FIBU SCHECKEINR",""
"2555","Gesamtbetrag (Fibu)","ID_FIBU_SCHECKEINR_GESAMT","double","20","2","3","FIBU SCHECKEINR",""
"2556","Scheck-Nr. (Fibu)","ID_FIBU_SCHECKNUMMER","string","20","0","0","FIBU SCHECKEINR",""
"2557","Währung (DM o. EUR) (Fibu)","ID_FIBU_SCHECKEINR_WAEHRUNG","short","4","0","3","FIBU SCHECKEINR",""
"2558","Bemessungsgrundlage (Fibu)","ID_FIBU_BEMESSUNGSGRUNDLAGE","double","20","0","3","FIBU",""
"2559","Mandanten Anrede","ID_FIBU_MND_ANREDE","string","100","0","0","FIBU MND",""
"2560","Mandanten Vorname","ID_FIBU_MND_VORNAME","string","100","0","0","FIBU MND",""
"2561","Mandanten Name","ID_FIBU_MND_NAME","string","100","0","0","FIBU MND",""
"2562","Mandanten Strasse","ID_FIBU_MND_STRASSE","string","100","0","0","FIBU MND",""
"2563","Mandanten PLZ","ID_FIBU_MND_PLZ","string","8","0","0","FIBU MND",""
"2564","Mandanten Ort","ID_FIBU_MND_ORT","string","100","0","0","FIBU MND",""
"2565","Mandanten Telefon","ID_FIBU_MND_TELEFON","string","25","0","0","FIBU MND",""
"2566","Mandanten USt-IdNr.","ID_FIBU_MND_USTIDNR","string","16","0","0","FIBU MND",""
"2567","Mandanten Bezeichnung","ID_FIBU_MND_BEZEICH","string","40","0","0","FIBU_MND","Bezeichnung des Mandanten"
"2568","Kennzeichen Buchungssperre","ID_FIBU_FIBUV_BUCHSPERRE","short","4","0","3","FIBU","Kennzeichen Buchungssperre"
"2569","Mandand Steuernummer","ID_FIBU_MND_STEUERNR","","11","0","0","FIBU_MND",""
